"customer_id","phone_service","multiple_lines","internet_service","online_security","online_backup","device_protection","tech_support","streaming_tv","streaming_movies"
"3898-GUYTS",True,"Yes","Fiber optic","Yes","Yes","No","Yes","Yes","No"
"0930-EHUZA",True,"No","DSL","Yes","Yes","Yes","Yes","Yes","No"
"9975-SKRNR",True,"No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"3703-KBKZP",True,"Yes","Fiber optic","No","No","No","No","No","No"
"4973-MGTON",True,"No","DSL","Yes","Yes","Yes","Yes","Yes","Yes"
"3682-YEUWS",True,"Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"1223-UNPKS",True,"No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"3446-QDSZF",True,"No","DSL","No","No","No","No","Yes","No"
"5117-IFGPS",True,"Yes","Fiber optic","No","No","No","No","No","Yes"
"7379-FNIUJ",True,"No","Fiber optic","Yes","Yes","No","No","Yes","Yes"
"1627-AFWVJ",True,"No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"4486-EFAEB",True,"No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"0060-FUALY",True,"Yes","Fiber optic","Yes","Yes","No","No","Yes","No"
"6954-OOYZZ",True,"No","DSL","No","No","No","No","No","No"
"7088-FBAWU",True,"No","DSL","Yes","Yes","No","No","Yes","Yes"
"8313-AFGBW",True,"No","DSL","No","Yes","Yes","No","Yes","Yes"
"3097-IDVPU",True,"Yes","DSL","No","No","No","No","No","No"
"2197-OMWGI",False,"No phone service","DSL","No","Yes","Yes","No","Yes","Yes"
"2303-PJYHN",True,"No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"9795-VOWON",False,"No phone service","DSL","No","No","No","No","No","No"
"1237-WIYYZ",True,"No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"1987-AUELQ",True,"Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"7852-LECYP",True,"Yes","Fiber optic","Yes","Yes","No","No","No","Yes"
"4822-LPTYJ",True,"Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes"
"8165-CBKXO",False,"No phone service","DSL","No","Yes","Yes","No","Yes","Yes"
"6527-PZFPV",True,"No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"9593-CVZKR",True,"Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"8595-SIZNC",True,"Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"5236-XMZJY",True,"No","DSL","Yes","Yes","Yes","No","No","No"
"4827-DPADN",True,"Yes","DSL","Yes","No","Yes","Yes","Yes","Yes"
"5846-ABOBJ",True,"Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"1439-LCGVL",True,"No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"0909-SDHNU",False,"No phone service","DSL","Yes","No","No","No","No","No"
"4647-XXZAM",True,"No","DSL","No","No","No","No","No","No"
"7740-KKCXF",False,"No phone service","DSL","No","Yes","No","No","No","No"
"5360-XGYAZ",False,"No phone service","DSL","Yes","Yes","Yes","Yes","Yes","Yes"
"3557-HTYWR",True,"Yes","DSL","Yes","Yes","No","Yes","No","Yes"
"8920-NAVAY",True,"Yes","Fiber optic","No","Yes","Yes","Yes","Yes","Yes"
"8541-QVFKM",True,"Yes","Fiber optic","No","No","No","No","No","No"
"1699-TLDLZ",True,"No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"5600-PDUJF",True,"No","DSL","No","No","No","Yes","No","No"
"0567-XRHCU",False,"No phone service","DSL","Yes","No","Yes","No","No","Yes"
"2067-QYTCF",True,"Yes","Fiber optic","No","Yes","Yes","Yes","Yes","Yes"
"7407-SUJIZ",True,"No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"9150-KPBJQ",True,"No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"0052-DCKON",True,"Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes"
"3654-ARMGP",True,"Yes","DSL","No","Yes","Yes","Yes","Yes","Yes"
"9699-UBQFS",True,"Yes","Fiber optic","Yes","Yes","No","No","Yes","No"
"9367-TCUYN",True,"No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"1261-FWTTE",False,"No phone service","DSL","No","No","No","No","No","Yes"
"3528-HFRIQ",False,"No phone service","DSL","No","Yes","Yes","No","Yes","Yes"
"0708-SJDIS",True,"Yes","DSL","No","No","No","Yes","Yes","No"
"2073-QBVBI",False,"No phone service","DSL","No","Yes","No","Yes","No","No"
"6928-ONTRW",True,"No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"3320-VEOYC",True,"Yes","Fiber optic","No","No","No","No","Yes","Yes"
"5231-FIQPA",True,"No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"6617-WLBQC",True,"Yes","Fiber optic","Yes","No","No","No","No","No"
"2599-CIPQE",True,"No","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes"
"8774-GSBUN",True,"Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"7326-RIGQZ",True,"No","Fiber optic","No","No","No","No","No","No"
"1401-FTHFQ",True,"No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"0254-FNMCI",True,"No","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes"
"1848-LBZHY",True,"No","DSL","Yes","No","No","No","No","No"
"8118-TJAFG",True,"No","Fiber optic","No","Yes","No","Yes","Yes","Yes"
"5429-LWCMV",True,"Yes","Fiber optic","No","Yes","No","No","No","Yes"
"7298-IZWLY",True,"No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"9758-MFWGD",False,"No phone service","DSL","No","Yes","No","No","No","No"
"3955-JBZZM",True,"No","Fiber optic","No","No","No","No","Yes","No"
"4815-TUMEQ",True,"No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"9909-IDLEK",True,"Yes","Fiber optic","No","Yes","No","Yes","Yes","No"
"4092-OFQZS",True,"No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"1561-BWHIN",True,"No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"9927-DSWDF",True,"No","Fiber optic","Yes","Yes","No","Yes","Yes","Yes"
"9500-LTVBP",True,"Yes","Fiber optic","No","No","No","Yes","No","No"
"7252-NTGSS",True,"No","DSL","No","No","No","No","No","No"
"8149-AIQCG",True,"Yes","Fiber optic","No","No","No","No","No","No"
"1360-JYXKQ",True,"No","Fiber optic","No","No","Yes","Yes","Yes","Yes"
"0899-WZRSD",True,"Yes","Fiber optic","Yes","No","No","Yes","Yes","Yes"
"3255-GRXMG",True,"No","DSL","No","No","No","No","No","No"
"4828-FAZPK",True,"Yes","Fiber optic","No","Yes","No","No","No","No"
"6094-ZIVKX",True,"No","DSL","Yes","No","Yes","No","No","No"
"6925-BAYGL",True,"Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"3262-EIDHV",True,"Yes","DSL","Yes","No","Yes","Yes","Yes","Yes"
"7354-OIJLX",True,"Yes","Fiber optic","No","No","No","No","No","No"
"1376-HHBDV",True,"No","DSL","Yes","No","No","No","No","No"
"6133-OZILE",False,"No phone service","DSL","No","No","Yes","Yes","No","No"
"4135-FRWKJ",True,"Yes","DSL","Yes","No","Yes","Yes","Yes","No"
"6551-ZCOTS",True,"Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"7191-ADRGF",False,"No phone service","DSL","No","Yes","Yes","No","Yes","Yes"
"5018-LXQQG",True,"No","DSL","Yes","No","No","Yes","No","Yes"
"6892-BOGQE",True,"No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"1746-TGTWV",True,"No","Fiber optic","No","No","Yes","No","No","No"
"5995-SNNEW",True,"Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes"
"8050-WYBND",False,"No phone service","DSL","No","No","Yes","No","Yes","Yes"
"3021-VLNRJ",True,"No","DSL","Yes","No","Yes","Yes","Yes","No"
"2821-WARNZ",True,"No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"4879-GZLFH",True,"No","Fiber optic","No","No","Yes","No","Yes","Yes"
"8314-HTWVE",True,"No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"9402-ROUMJ",True,"Yes","Fiber optic","Yes","No","Yes","Yes","No","Yes"
"2507-QZPQS",True,"Yes","Fiber optic","No","Yes","No","Yes","No","Yes"
"7159-NOKYQ",True,"Yes","Fiber optic","No","Yes","Yes","No","No","Yes"
"5707-ZMDJP",True,"No","DSL","Yes","Yes","No","Yes","Yes","No"
"8779-YIQQA",True,"No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"7136-IHZJA",True,"No","DSL","Yes","Yes","No","Yes","No","Yes"
"8966-OIQHG",True,"No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"7074-STDCN",False,"No phone service","DSL","No","No","No","Yes","No","Yes"
"8739-QOTTN",True,"No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"1399-OUPJN",True,"No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"0277-BKSQP",True,"No","DSL","No","No","No","No","Yes","No"
"5774-XZTQC",True,"No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"2676-SSLTO",True,"Yes","DSL","No","No","No","Yes","Yes","No"
"6266-QHOJZ",True,"Yes","Fiber optic","Yes","Yes","No","Yes","No","No"
"7269-JISCY",True,"No","DSL","No","No","No","No","No","No"
"0363-SVHYR",True,"Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes"
"8547-NSBBO",True,"Yes","Fiber optic","Yes","Yes","Yes","Yes","No","No"
"6591-QGOYB",True,"Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","No"
"9070-BCKQP",True,"Yes","Fiber optic","Yes","No","Yes","Yes","Yes","Yes"
"6421-SZVEM",True,"No","Fiber optic","Yes","No","No","No","No","Yes"
"1328-EUZHC",True,"No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"8878-RYUKI",True,"No","DSL","No","No","Yes","No","No","Yes"
"9633-DENPU",True,"No","DSL","No","Yes","No","No","Yes","No"
"7811-JIVPF",True,"No","DSL","No","No","Yes","No","No","No"
"7113-HIPFI",True,"No","DSL","Yes","Yes","Yes","Yes","No","No"
"9258-CNWAC",True,"Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes"
"5371-VYLSX",True,"Yes","Fiber optic","Yes","Yes","No","No","No","No"
"6374-AFWOX",True,"No","DSL","Yes","Yes","Yes","Yes","No","No"
"5317-FLPJF",False,"No phone service","DSL","Yes","No","Yes","Yes","Yes","Yes"
"7621-VPNET",True,"Yes","Fiber optic","No","No","Yes","Yes","No","No"
"6034-YMTOB",True,"No","Fiber optic","No","No","No","Yes","No","No"
"4903-CNOZC",True,"Yes","DSL","No","Yes","Yes","No","No","Yes"
"4353-HYOJD",True,"No","DSL","No","Yes","No","No","No","No"
"7267-FRMJW",True,"No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"4188-FRABG",True,"Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","No"
"4128-ETESU",True,"Yes","Fiber optic","No","No","Yes","No","Yes","Yes"
"0620-DLSLK",True,"No","Fiber optic","No","No","No","No","Yes","No"
"3850-OKINF",True,"Yes","DSL","Yes","No","No","No","Yes","No"
"1156-ZFYDO",True,"No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"3295-YVUSR",True,"Yes","Fiber optic","No","No","No","No","No","No"
"8016-NCFVO",True,"Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes"
"4119-ZYPZY",True,"Yes","Fiber optic","No","Yes","No","Yes","Yes","Yes"
"5549-ZGHFB",True,"Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"7577-SWIFR",True,"No","Fiber optic","No","No","No","No","Yes","Yes"
"0303-WMMRN",True,"No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"6408-OTUBZ",True,"Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","No"
"5204-HMGYF",True,"No","DSL","Yes","Yes","Yes","Yes","Yes","Yes"
"1078-TDCRN",False,"No phone service","DSL","No","Yes","No","No","No","No"
"3727-OVPRY",True,"Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"3797-FKOGQ",True,"Yes","Fiber optic","No","No","No","No","No","Yes"
"7622-NXQZR",False,"No phone service","DSL","No","No","No","Yes","No","No"
"6196-HBOBZ",True,"Yes","Fiber optic","Yes","Yes","Yes","No","Yes","No"
"3970-XGJDU",True,"No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"2080-CAZNM",True,"Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes"
"7017-VFULY",True,"No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"5562-YJQGT",True,"No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"8807-OPMBM",True,"Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"5439-WIKXB",True,"No","Fiber optic","No","Yes","No","No","Yes","Yes"
"8294-UIMBA",True,"No","Fiber optic","No","No","No","Yes","Yes","Yes"
"8109-YUOHE",True,"No","DSL","Yes","Yes","No","No","No","No"
"5840-NVDCG",True,"No","DSL","Yes","Yes","No","Yes","No","Yes"
"8092-NLTGF",True,"Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"5928-QLDHB",True,"Yes","Fiber optic","No","No","No","No","No","No"
"9840-EFJQB",True,"No","Fiber optic","No","Yes","No","No","No","No"
"0696-UKTOX",True,"No","DSL","No","Yes","No","Yes","No","No"
"4801-KFYKL",True,"No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"3472-OAOOR",False,"No phone service","DSL","Yes","Yes","No","No","No","No"
"6135-OZQVA",True,"Yes","DSL","Yes","No","No","No","No","No"
"2252-JHJGE",True,"Yes","Fiber optic","Yes","No","Yes","No","Yes","Yes"
"4188-PCPIG",True,"No","DSL","Yes","Yes","No","Yes","Yes","No"
"7105-BENQF",True,"No","DSL","Yes","No","Yes","No","No","Yes"
"7721-DVEKZ",True,"No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"3566-VVORZ",True,"No","DSL","No","No","No","No","No","No"
"9507-HSMMZ",True,"No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"2480-SQIOB",True,"No","DSL","No","No","No","No","No","No"
"7813-TKCVO",True,"No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"0128-MKWSG",False,"No phone service","DSL","Yes","No","No","Yes","No","Yes"
"4350-ZTLPI",True,"Yes","Fiber optic","No","Yes","Yes","Yes","Yes","Yes"
"0361-HJRDX",False,"No phone service","DSL","Yes","Yes","Yes","Yes","Yes","Yes"
"5727-MYATE",True,"Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes"
"3823-KYNQY",True,"Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"7570-WELNY",True,"Yes","Fiber optic","Yes","Yes","No","No","No","No"
"1028-FFNJK",True,"Yes","Fiber optic","No","No","No","Yes","Yes","Yes"
"6907-FLBER",True,"Yes","DSL","No","Yes","No","No","No","No"
"3001-UNBTL",True,"Yes","Fiber optic","No","No","Yes","No","Yes","Yes"
"5982-PSMKW",True,"Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes"
"3507-GASNP",True,"No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"7096-ZNBZI",True,"Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"1676-MQAOA",True,"No","DSL","Yes","Yes","Yes","Yes","Yes","No"
"0786-IVLAW",True,"Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes"
"6050-IJRHS",True,"Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes"
"6202-JVYEU",True,"No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"8591-TKMZH",True,"Yes","Fiber optic","Yes","Yes","No","Yes","Yes","Yes"
"0734-OXWBT",True,"No","DSL","No","No","No","Yes","Yes","Yes"
"4282-ACRXS",False,"No phone service","DSL","No","No","No","No","No","No"
"0365-TRTPY",True,"Yes","Fiber optic","Yes","Yes","Yes","No","No","No"
"7349-ALMUX",True,"No","DSL","Yes","Yes","Yes","Yes","No","No"
"6502-KUGLL",True,"No","DSL","Yes","Yes","No","Yes","No","No"
"1841-YSJGV",True,"Yes","Fiber optic","Yes","Yes","No","Yes","Yes","Yes"
"3511-BFTJW",False,"No phone service","DSL","Yes","Yes","Yes","No","No","No"
"7668-XCFYV",True,"Yes","Fiber optic","No","No","No","No","Yes","Yes"
"5018-HEKFO",True,"Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"2923-ARZLG",True,"No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"3976-NLDEZ",True,"No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"2282-YGNOR",True,"No","DSL","Yes","No","Yes","Yes","No","No"
"5336-UFNZP",True,"Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes"
"6854-EXGSF",True,"Yes","DSL","Yes","Yes","Yes","No","No","No"
"1241-EZFMJ",True,"Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"9233-PSYHO",True,"Yes","Fiber optic","No","No","Yes","No","Yes","Yes"
"5376-PCKNB",True,"Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes"
"8044-BGWPI",True,"No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"4060-LDNLU",True,"Yes","Fiber optic","No","No","No","No","Yes","Yes"
"3589-PPVKW",True,"No","DSL","No","No","No","No","No","No"
"5887-IKKYO",True,"Yes","Fiber optic","No","No","Yes","Yes","No","Yes"
"1755-RMCXH",True,"No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"3858-XHYJO",True,"Yes","Fiber optic","Yes","No","Yes","No","Yes","Yes"
"4299-SIMNS",True,"Yes","Fiber optic","Yes","No","No","No","No","No"
"7025-IWFHT",True,"No","Fiber optic","No","Yes","No","Yes","Yes","No"
"6261-LHRTG",True,"No","DSL","No","Yes","Yes","No","No","No"
"7841-FCRQD",True,"No","DSL","No","Yes","No","Yes","No","No"
"2056-EVGZL",True,"No","Fiber optic","No","Yes","Yes","Yes","Yes","Yes"
"8777-MBMTS",True,"No","Fiber optic","No","Yes","Yes","Yes","Yes","Yes"
"7753-USQYQ",True,"No","DSL","No","Yes","No","Yes","No","Yes"
"7661-CPURM",True,"No","Fiber optic","No","No","No","Yes","No","Yes"
"6233-HXJMX",True,"Yes","Fiber optic","No","No","Yes","No","No","Yes"
"5902-WBLSE",True,"No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"3239-TPHPZ",True,"No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"5115-GZDEL",False,"No phone service","DSL","Yes","Yes","Yes","Yes","Yes","Yes"
"3338-CVVEH",True,"Yes","Fiber optic","No","No","No","No","Yes","Yes"
"2615-YVMYX",True,"Yes","Fiber optic","Yes","Yes","Yes","No","Yes","Yes"
"2851-STERV",True,"No","DSL","No","No","Yes","Yes","Yes","Yes"
"4393-GEADV",True,"Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes"
"8486-AYEQH",True,"Yes","Fiber optic","No","No","No","No","No","No"
"5419-JKZNQ",True,"Yes","Fiber optic","No","No","No","No","No","No"
"2495-KZNFB",True,"Yes","Fiber optic","Yes","No","No","No","No","Yes"
"1409-PHXTF",True,"Yes","Fiber optic","No","Yes","Yes","Yes","Yes","Yes"
"4560-WQAQW",True,"Yes","DSL","Yes","No","No","Yes","No","Yes"
"9591-YVTEB",False,"No phone service","DSL","Yes","Yes","No","No","Yes","No"
"9309-BZGNT",False,"No phone service","DSL","No","No","Yes","No","No","No"
"4274-DRSQT",True,"Yes","Fiber optic","No","Yes","No","No","Yes","No"
"2027-DNKIV",True,"No","DSL","Yes","No","Yes","Yes","No","No"
"8075-GXIUB",True,"No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"2885-HIJDH",True,"Yes","DSL","Yes","No","Yes","Yes","Yes","Yes"
"5424-RLQLC",True,"No","DSL","No","Yes","No","No","Yes","No"
"6507-DTJZV",True,"No","DSL","No","No","No","No","Yes","Yes"
"7673-BQGKU",True,"No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"6723-WSNTY",True,"Yes","Fiber optic","No","Yes","Yes","Yes","Yes","Yes"
"2725-IWWBA",True,"No","DSL","Yes","No","Yes","Yes","No","No"
"1061-PNTHC",True,"Yes","Fiber optic","Yes","No","Yes","Yes","Yes","Yes"
"0394-YONDK",True,"Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"6574-MCOEH",True,"Yes","DSL","No","No","Yes","Yes","Yes","Yes"
"7399-QHBJS",True,"Yes","DSL","Yes","Yes","No","Yes","No","No"
"0997-YTLNY",True,"No","DSL","No","No","No","Yes","No","No"
"9479-HYNYL",True,"No","DSL","No","Yes","Yes","Yes","Yes","Yes"
"9708-KFDBY",True,"No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"3642-GKTCT",True,"Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes"
"0774-RMNUW",False,"No phone service","DSL","Yes","Yes","No","Yes","Yes","Yes"
"1334-PDUKM",True,"Yes","Fiber optic","No","Yes","Yes","No","No","No"
"0756-MPZRL",False,"No phone service","DSL","No","No","Yes","Yes","No","No"
"2242-MFOTG",True,"Yes","Fiber optic","Yes","No","No","No","No","No"
"2927-CVULT",True,"Yes","Fiber optic","Yes","Yes","Yes","Yes","No","Yes"
"2144-BFDSO",True,"Yes","Fiber optic","Yes","Yes","Yes","No","Yes","Yes"
"8745-PVESG",False,"No phone service","DSL","Yes","No","Yes","Yes","No","No"
"7647-GYYKX",True,"No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"5647-FXOTP",True,"Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes"
"9700-ISPUP",True,"No","DSL","No","Yes","No","Yes","No","Yes"
"9839-ETQOE",False,"No phone service","DSL","Yes","Yes","Yes","No","No","No"
"6078-VESFR",True,"No","Fiber optic","No","No","No","No","No","No"
"9027-TMATR",True,"No","DSL","Yes","No","Yes","Yes","Yes","Yes"
"1941-HOSAM",True,"No","Fiber optic","No","No","No","No","Yes","Yes"
"9110-HSGTV",True,"No","DSL","Yes","No","Yes","Yes","Yes","Yes"
"0704-VCUMB",True,"No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"6171-ZTVYB",True,"Yes","DSL","Yes","Yes","No","Yes","No","No"
"1935-IMVBB",True,"No","Fiber optic","No","No","No","No","Yes","Yes"
"2535-PBCGC",False,"No phone service","DSL","Yes","Yes","Yes","Yes","Yes","Yes"
"1470-PSXNM",True,"Yes","Fiber optic","No","Yes","Yes","No","Yes","No"
"2498-XLDZR",True,"No","DSL","Yes","Yes","Yes","Yes","No","Yes"
"9866-OCCKE",True,"Yes","Fiber optic","Yes","No","Yes","Yes","Yes","Yes"
"5338-YHWYT",True,"No","DSL","Yes","Yes","No","Yes","No","No"
"7718-UPSKJ",True,"No","Fiber optic","Yes","Yes","No","Yes","Yes","Yes"
"8731-WBBMB",True,"No","DSL","No","Yes","Yes","Yes","Yes","Yes"
"1448-CYWKC",True,"Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes"
"7901-IIDQV",True,"Yes","DSL","No","No","No","Yes","No","No"
"2690-DVRVK",True,"No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"1270-XKUCC",True,"No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"0334-ZFJSR",True,"Yes","DSL","Yes","Yes","No","Yes","No","No"
"5583-EJXRD",False,"No phone service","DSL","Yes","Yes","Yes","Yes","No","Yes"
"4565-EVZMJ",True,"No","DSL","Yes","Yes","No","Yes","No","No"
"3327-YBAKM",True,"No","Fiber optic","Yes","No","No","Yes","Yes","Yes"
"9441-QHEVC",True,"No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"6705-LNMDD",True,"No","DSL","No","No","No","Yes","No","No"
"2580-ASVVY",False,"No phone service","DSL","Yes","No","No","Yes","Yes","No"
"3370-GQEAL",True,"Yes","Fiber optic","No","No","No","No","Yes","No"
"5032-USPKF",True,"Yes","DSL","Yes","Yes","Yes","No","Yes","Yes"
"4254-QPEDE",False,"No phone service","DSL","Yes","Yes","Yes","Yes","Yes","Yes"
"6283-GITPX",True,"No","DSL","Yes","Yes","Yes","Yes","Yes","No"
"0771-CHWSK",True,"Yes","DSL","Yes","Yes","Yes","No","No","Yes"
"9788-HNGUT",True,"Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes"
"9495-REDIY",False,"No phone service","DSL","Yes","No","No","No","Yes","No"
"5375-XLDOF",True,"Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes"
"1172-VIYBP",True,"Yes","DSL","Yes","Yes","No","No","No","Yes"
"6559-PDZLR",True,"No","Fiber optic","No","No","Yes","Yes","Yes","Yes"
"8992-OBVDG",True,"No","DSL","No","No","Yes","No","No","Yes"
"4273-MBHYA",True,"No","Fiber optic","No","No","No","No","Yes","Yes"
"4724-WXVWF",True,"Yes","Fiber optic","Yes","No","No","Yes","No","Yes"
"5701-GUXDC",False,"No phone service","DSL","Yes","No","Yes","No","No","No"
"1460-UZPRJ",True,"No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"6082-GLJIX",True,"No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"2495-TTHBQ",True,"No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"0485-ZBSLN",True,"Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"3810-PJUHR",True,"Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"0847-HGRML",True,"No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"8232-CTLKO",True,"No","DSL","Yes","No","No","No","Yes","No"
"9227-YBAXE",True,"Yes","DSL","Yes","Yes","No","Yes","Yes","Yes"
"9860-LISIZ",True,"No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"0112-QAWRZ",True,"Yes","Fiber optic","No","No","Yes","No","Yes","No"
"2786-GCDPI",True,"Yes","Fiber optic","No","No","Yes","Yes","Yes","Yes"
"4043-MKDTV",True,"No","Fiber optic","No","Yes","Yes","Yes","Yes","Yes"
"9229-RQABD",True,"Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"8313-KTIHG",True,"No","DSL","No","No","No","Yes","Yes","No"
"5320-BRKGK",True,"Yes","DSL","Yes","No","Yes","Yes","Yes","No"
"6284-KMNUF",True,"Yes","Fiber optic","Yes","No","No","No","Yes","Yes"
"6229-UOLQL",False,"No phone service","DSL","Yes","Yes","No","Yes","Yes","No"
"3137-LUPIX",True,"Yes","DSL","No","No","No","Yes","Yes","No"
"6143-JQKEA",True,"No","DSL","No","No","No","No","No","No"
"8676-OOQEJ",False,"No phone service","DSL","No","No","No","Yes","No","No"
"9701-CDXHR",True,"No","Fiber optic","No","No","No","No","No","No"
"8124-NZVGJ",False,"No phone service","DSL","No","No","No","Yes","Yes","Yes"
